country code,zip,place name,admin name1,admin code1,admin name2,admin code2,admin name3,admin code3,lat,lon,accuracy
CH,8602,Wangen b. D’_bendorf,Kanton Z’_rich,ZH,Bezirk Uster,109,Wangen-Br’_ttisellen,200,47.4093,8.6494,6
CH,8603,Schwerzenbach,Kanton Z’_rich,ZH,Bezirk Uster,109,Schwerzenbach,197,47.3822,8.6563,6
CH,8604,Volketswil,Kanton Z’_rich,ZH,Bezirk Uster,109,Volketswil,199,47.3949,8.6819,6
CH,8605,Gutenswil,Kanton Z’_rich,ZH,Bezirk Uster,109,Volketswil,199,47.3866,8.7175,6
CH,8606,N’_nikon,Kanton Z’_rich,ZH,Bezirk Uster,109,Uster,198,47.3737,8.6921,6
CH,8606,Greifensee,Kanton Z’_rich,ZH,Bezirk Uster,109,Greifensee,194,47.363,8.6781,6
CH,8610,Uster,Kanton Z’_rich,ZH,Bezirk Uster,109,Uster,198,47.353,8.723,6
CH,8612,Uster 2,Kanton Z’_rich,ZH,Bezirk Uster,109,Uster,198,47.3056,8.7111,4
CH,8613,Uster 3,Kanton Z’_rich,ZH,Bezirk Uster,109,Uster,198,47.3056,8.7111,4
CH,8614,Sulzbach,Kanton Z’_rich,ZH,Bezirk Uster,109,Uster,198,47.3275,8.7464,6
CH,8615,Freudwil,Kanton Z’_rich,ZH,Bezirk Uster,109,Uster,198,47.3765,8.7329,6
CH,8615,Wermatswil,Kanton Z’_rich,ZH,Bezirk Uster,109,Uster,198,47.3662,8.7401,6
CH,8616,Riedikon,Kanton Z’_rich,ZH,Bezirk Uster,109,Uster,198,47.3295,8.7071,6
CH,8617,M’_nchaltorf,Kanton Z’_rich,ZH,Bezirk Uster,109,M’_nchaltorf,196,47.3115,8.7183,6
CH,8311,Br’_tten,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Br’_tten,213,47.4752,8.6752,6
CH,8352,Ricketwil (Winterthur),Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.4869,8.7975,6
CH,8352,Elsau,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Elsau,219,47.5022,8.8048,6
CH,8353,Elgg,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Elgg,217,47.4901,8.8614,6
CH,8354,Hofstetten ZH,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Hofstetten (ZH),222,47.4747,8.8506,6
CH,8400,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.4916,8.7295,6
CH,8401,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5,8.75,4
CH,8402,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5,8.75,4
CH,8404,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5075,8.7592,6
CH,8404,Stadel (Winterthur),Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5382,8.7652,6
CH,8404,Reutlingen (Winterthur),Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5277,8.7505,6
CH,8405,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.4776,8.7783,6
CH,8406,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.4832,8.7006,6
CH,8408,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5077,8.6833,6
CH,8409,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5098,8.7814,6
CH,8410,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5,8.75,4
CH,8411,Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.5,8.75,4
CH,8412,H’_nikon (Neftenbach),Kanton Z’_rich,ZH,Bezirk Winterthur,110,Neftenbach,223,47.5541,8.6631,6
CH,8412,Aesch (Neftenbach),Kanton Z’_rich,ZH,Bezirk Winterthur,110,Neftenbach,223,47.544,8.6788,6
CH,8412,Riet (Neftenbach),Kanton Z’_rich,ZH,Bezirk Winterthur,110,Neftenbach,223,47.5372,8.6889,6
CH,8413,Neftenbach,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Neftenbach,223,47.5318,8.6635,6
CH,8418,Schlatt b. Winterthur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Schlatt (ZH),226,47.4715,8.8173,6
CH,8421,D’_ttlikon,Kanton Z’_rich,ZH,Bezirk Winterthur,110,D’_ttlikon,215,47.5286,8.6235,6
CH,8422,Pfungen,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Pfungen,224,47.5097,8.6424,6
CH,8442,Hettlingen,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Hettlingen,221,47.5481,8.7107,6
CH,8471,D’_gerlen,Kanton Z’_rich,ZH,Bezirk Winterthur,110,D’_gerlen,214,47.5616,8.7169,6
CH,8471,Oberwil (D’_gerlen),Kanton Z’_rich,ZH,Bezirk Winterthur,110,D’_gerlen,214,47.5713,8.7144,6
CH,8471,Rutschwil (D’_gerlen),Kanton Z’_rich,ZH,Bezirk Winterthur,110,D’_gerlen,214,47.5563,8.7327,6
CH,8471,Berg (D’_gerlen),Kanton Z’_rich,ZH,Bezirk Winterthur,110,D’_gerlen,214,47.5664,8.7341,6
CH,8471,B’_nk (D’_gerlen),Kanton Z’_rich,ZH,Bezirk Winterthur,110,D’_gerlen,214,47.5489,8.7386,6
CH,8472,Seuzach,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Seuzach,227,47.5348,8.7243,6
CH,8474,Dinhard,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Dinhard,216,47.5591,8.7652,6
CH,8479,Altikon,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Altikon,211,47.5782,8.7845,6
CH,8482,Sennhof (Winterthur),Kanton Z’_rich,ZH,Bezirk Winterthur,110,Winterthur,230,47.4674,8.758,6
CH,8483,Kollbrunn,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Zell (ZH),231,47.4551,8.7852,6
CH,8486,Rikon im T’_sstal,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Zell (ZH),231,47.4499,8.8047,6
CH,8487,Zell ZH,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Zell (ZH),231,47.4515,8.8303,6
CH,8487,R’_mism’_hle,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Zell (ZH),231,47.4398,8.8181,6
CH,8488,Turbenthal,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Turbenthal,228,47.4385,8.8753,6
CH,8495,Schmidr’_ti,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Turbenthal,228,47.4205,8.9118,6
CH,8523,Hagenbuch ZH,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Hagenbuch,220,47.5146,8.874,6
CH,8542,Wiesendangen,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Wiesendangen,229,47.5227,8.788,6
CH,8543,Gundetswil,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Bertschikon,212,47.538,8.822,6
CH,8543,Bertschikon,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Bertschikon,212,47.5259,8.8295,6
CH,8543,Kefikon ZH,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Bertschikon,212,47.5493,8.8284,6
CH,8544,Attikon,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Wiesendangen,229,47.5381,8.8018,6
CH,8545,Rickenbach Sulz,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Rickenbach (ZH),225,47.5411,8.7873,6
CH,8545,Rickenbach ZH,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Rickenbach (ZH),225,47.5541,8.7956,6
CH,8546,Menzengr’_t,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Wiesendangen,229,47.5489,8.8173,6
CH,8548,Ellikon an der Thur,Kanton Z’_rich,ZH,Bezirk Winterthur,110,Ellikon an der Thur,218,47.5625,8.8272,6
CH,8010,Z’_rich BZ Brieflklinik,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich CS Annahme,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich BZ FP,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich Helsana Annahme,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich BZ Annahme,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich Briefzentrum,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich-M’_lligen SPS AG,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich Kanton Annahme,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich BZI DE,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8010,Z’_rich-M’_lligen BZI,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8011,Z’_rich M’_lligen SC,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.395,8.4488,4
CH,8012,Z’_rich,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.395,8.4488,4
CH,8015,Z’_rich 15,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3667,8.55,4
CH,8080,Z’_rich PV,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Weiningen (ZH),251,47.4201,8.4303,4
CH,8102,Oberengstringen,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Oberengstringen,245,47.4113,8.465,6
CH,8103,Unterengstringen,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Unterengstringen,249,47.4112,8.4444,6
CH,8104,Weiningen ZH,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Weiningen (ZH),251,47.4223,8.4376,6
CH,8142,Uitikon Waldegg,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Uitikon,248,47.3667,8.4548,6
CH,8901,Urdorf RRD,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Urdorf,250,47.3457,8.4525,4
CH,8902,Urdorf,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Urdorf,250,47.3821,8.4239,6
CH,8903,Birmensdorf ZH,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Birmensdorf (ZH),242,47.352,8.4396,6
CH,8904,Aesch ZH,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Aesch (ZH),241,47.3355,8.4355,6
CH,8951,Fahrweid,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Weiningen (ZH),251,47.4111,8.4206,6
CH,8952,Schlieren,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Schlieren,247,47.3944,8.4474,6
CH,8953,Dietikon,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Dietikon,243,47.4006,8.3974,6
CH,8954,Geroldswil,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Geroldswil,244,47.4229,8.4131,6
CH,8955,Oetwil an der Limmat,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Oetwil an der Limmat,246,47.4295,8.3929,6
CH,8970,Urdorf Exchange,Kanton Z’_rich,ZH,Bezirk Dietikon,111,Urdorf,250,47.3798,8.4224,4
CH,8000,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8001,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.372,8.5413,6
CH,8002,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3606,8.5325,6
CH,8003,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3726,8.5161,6
CH,8004,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.378,8.5234,6
CH,8005,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3868,8.5207,6
CH,8006,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3858,8.5432,6
CH,8008,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3536,8.5614,6
CH,8016,Z’_rich 16 Zustellung,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8020,Z’_rich 1,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8021,Z’_rich 1,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8021,Z’_rich 1 Sihlpost,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8022,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3674,8.5374,4
CH,8023,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3748,8.5381,4
CH,8024,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8026,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8027,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8030,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8031,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8032,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.5644,6
CH,8033,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3836,8.548,4
CH,8034,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8036,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8036,Z’_rich Corona,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8037,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3985,8.5243,6
CH,8038,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3416,8.5369,6
CH,8039,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8040,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3802,8.5068,4
CH,8041,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3361,8.5156,6
CH,8042,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8044,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3804,8.5728,6
CH,8045,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3516,8.5057,6
CH,8046,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.4222,8.5083,6
CH,8047,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3739,8.487,6
CH,8048,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3868,8.4839,6
CH,8049,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.4087,8.5004,6
CH,8050,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.4119,8.5508,6
CH,8051,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3996,8.5788,6
CH,8052,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.4245,8.5406,6
CH,8053,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3613,8.5974,6
CH,8055,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3642,8.4903,6
CH,8057,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3999,8.5474,6
CH,8059,Z’_rich 59 Ausland,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3828,8.5307,4
CH,8061,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8063,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3666,8.497,4
CH,8064,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3987,8.4852,6
CH,8066,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8068,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8070,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8071,Z’_rich CS PZ,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8074,Z’_rich Voice Publishing,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3828,8.5307,4
CH,8075,Z’_rich Benissimo spezial,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8080,Z’_rich West SPS,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.4201,8.4303,4
CH,8080,Z’_rich 80,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8081,Z’_rich Helsana,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8085,Z’_rich Versicherung,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8086,Z’_rich Reader's Digest,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8087,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8088,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8090,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8091,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8092,Z’_rich ETH-Zentrum,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8093,Z’_rich ETH-H’_nggerberg,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8096,Z’_rich IBRS local,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3828,8.5307,4
CH,8098,Z’_rich,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
CH,8099,Z’_rich Sonderdienste,Kanton Z’_rich,ZH,Bezirk Z’_rich,112,Z’_rich,261,47.3667,8.55,4
