PM1-ug-m3,PM25-ug-m3,PM10-ug-m3,ParticleNumber-Nr-cm3,BlackCarbon-ug-m3,pPAHs-ng-m3,ActiveSurfaceArea-mm2-m3
29.642,29.642,31.039,26364,1.4247,28,46
30.1,30.565,31.491,23073,1.9674,29,46
29.632,29.632,30.565,20129,3.3867,29,46
29.163,29.163,30.1,19847,2.9848,29,46
30.555,31.019,31.481,20709,3.8131,29,46
31.009,31.471,31.931,21145,3.5973,29,46
29.604,29.604,30.999,20740,3.3529,29,46
28.191,28.191,29.604,20768,2.5434,29,46
28.191,28.664,29.135,20841,2.6762,29,46
30.989,30.989,31.91,20112,1.897,29,46
28.654,29.125,30.061,20000,1.2241,29,46
29.585,29.585,31.44,20039,1.0124,27,65
29.117,29.586,33.722,19602,3.4578,27,65
28.646,29.117,30.518,19842,2.8273,27,65
32.804,33.258,33.711,19740,3.6825,27,65
29.098,29.567,33.247,19869,2.5568,27,65
28.628,29.098,31.421,19545,4.0352,27,65
29.089,29.089,30.488,18903,3.066,27,65
31.411,31.87,32.783,18218,3.334,27,65
32.772,33.226,36.358,18715,3.4212,27,65
29.557,30.024,33.689,18519,3.1936,27,65
29.079,29.548,30.94,19224,1.4392,28,172
39.851,40.282,41.568,19029,2.5432,28,172
62.504,62.504,67.433,19103,2.6233,28,172
49.061,49.469,54.693,19484,4.0044,28,172
37.215,37.653,40.685,19349,3.413,28,172
35.891,36.334,37.215,19463,3.9887,28,172
35.447,35.447,37.215,19375,2.7937,28,172
36.775,37.215,38.526,21387,2.9911,28,172
38.948,38.948,39.812,20887,2.407,28,172
36.775,37.215,37.215,20743,2.3499,28,172
28.591,29.061,29.528,21044,2.376,32,155
28.128,28.6,29.538,21046,2.8412,32,155
29.07,29.07,32.306,21161,1.7436,32,155
30.014,30.014,31.86,21042,1.666,32,155
30.024,30.488,31.411,19399,3.7223,32,155
30.498,30.961,31.421,19068,3.5558,32,155
30.971,30.971,31.891,18751,3.3334,32,155
34.162,34.611,38.152,18630,0.73241,32,155
39.877,40.308,44.137,18856,1.7626,32,155
50.736,50.736,54.349,19063,2.958,32,155
61.757,62.141,64.432,18867,4.0108,38,139
69.303,69.675,72.268,19380,2.6331,38,139
60.194,60.581,62.504,21698,1.7192,38,139
46.61,47.024,49.892,28258,2.6111,38,139
39.838,40.269,44.513,38475,3.1671,38,139
39.394,39.825,41.541,45840,2.6112,38,139
37.641,38.078,38.948,40451,4.1417,38,139
36.763,37.203,38.513,52363,4.712,38,139
36.763,36.763,38.078,49032,3.9558,38,139
36.763,36.763,37.641,51000,3.138,38,139
30.9,30.9,31.818,54893,4.3256,49,85
30.9,30.9,31.36,53459,4.0271,49,85
31.818,32.275,33.183,38685,3.2076,49,85
30.438,30.438,32.275,36741,2.2728,49,85
30.91,31.37,32.74,31978,3.941,49,85
34.084,34.084,35.868,27413,3.6693,49,85
33.658,33.658,35.893,38640,3.7849,49,85
30.932,30.932,32.308,43801,3.6694,49,85
27.664,27.664,28.611,96964,4.9934,49,85
32.661,33.105,35.304,26283,2.7913,34,65
26.715,27.183,29.035,25839,3.2001,34,65
29.025,29.483,34.842,24098,2.2329,34,65
29.461,29.917,37.414,23342,2.6928,34,65
29.906,30.812,39.527,22432,3.5051,34,65
26.207,26.676,33.929,22242,4.6044,34,65
28.524,28.983,34.793,22469,4.4095,34,65
28.983,29.441,41.609,22573,1.8707,34,65
30.339,30.79,41.594,22557,1.3027,34,65
33.465,33.905,44.072,22496,0.54927,37,65
27.59,28.053,37.374,22833,3.752,37,65
27.125,27.59,33.465,24848,3.1611,37,65
27.591,28.054,32.136,23482,3.7905,37,65
28.515,28.974,31.69,23787,3.4757,37,65
29.897,30.351,32.593,25437,3.9128,37,65
30.351,30.803,35.231,25680,3.2068,37,65
33.024,33.466,42.012,25407,2.6973,37,65
33.466,34.345,41.179,25521,2.3422,37,65
29.887,30.792,40.761,25527,1.7962,37,65
31.22,32.114,39.894,25475,1.1999,36,103
39.894,40.314,44.043,25943,2.852,36,103
41.967,42.381,49.269,25885,1.8707,36,103
30.759,31.208,38.188,26177,2.9293,36,103
31.208,32.102,39.458,26320,2.8127,36,103
31.208,31.656,39.879,26917,3.9539,36,103
30.759,31.208,36.907,27754,1.8957,36,103
29.844,29.844,36.464,29269,1.8594,36,103
29.379,29.833,39.85,29769,2.6347,36,103
28.464,28.464,35.588,30185,3.4852,36,103
27.068,27.068,29.822,29652,5.0662,36,125
27.994,28.454,29.368,28120,5.3641,36,125
30.264,30.264,32.055,27410,3.3627,36,125
29.822,29.822,39.416,27234,0.83995,36,125
27.994,28.454,34.707,36390,2.6611,36,125
29.833,29.833,32.523,34258,3.3921,36,125
30.286,30.737,36.02,30866,3.9768,36,125
29.379,29.833,35.155,28418,2.2633,36,125
29.844,29.844,33.858,37116,4.5321,36,125
28.014,28.474,30.748,41855,3.4326,36,125
26.621,26.621,28.933,40451,3.098,35,310
26.152,26.152,28.014,37887,1.8288,35,310
27.087,27.552,28.933,37236,1.9241,35,310
27.552,28.014,35.601,30669,2.6822,35,310
25.672,26.142,31.186,28722,2.9409,35,310
26.601,27.068,28.454,26846,4.2692,35,310
37.243,37.635,38.026,32271,6.3915,56,142
37.225,37.617,38.007,31857,7.5913,56,142
36.438,36.832,37.225,32712,7.4405,56,142
40.33,40.33,41.859,35239,6.3673,56,142
56.097,56.449,57.5,42411,6.6466,73,97
34.917,35.317,36.903,99902,6.8769,84,182
35.732,36.129,36.92,89552,6.6926,84,182
36.543,36.543,37.332,83341,8.0195,84,182
33.339,33.744,34.55,54315,9.821,84,182
32.933,33.339,34.147,44791,10.753,84,182
33.323,33.323,34.533,39693,10.578,84,182
32.901,33.307,34.516,38353,10.796,84,182
33.307,33.307,34.917,38407,10.94,84,182
32.899,33.304,34.112,37422,10.754,84,182
32.886,33.291,34.5,36960,8.1401,84,182
32.46,32.867,34.881,37803,8.5622,92,355
32.883,32.883,34.497,37951,9.3586,92,355
32.492,32.899,34.112,37501,11.79,92,355
34.53,34.931,37.703,37116,11.906,92,355
34.931,35.33,37.311,36000,10.247,92,355
31.292,31.703,34.546,35292,8.6665,92,355
32.538,32.946,34.161,34031,7.2407,92,355
32.538,32.946,34.161,34161,7.7449,92,355
33.368,33.773,37.757,34277,6.5888,92,355
35.364,35.763,40.462,33552,5.5188,92,355
35.78,36.177,39.32,32549,4.8364,78,275
34.579,34.579,36.97,31943,6.0004,78,275
33.368,33.368,35.78,33105,8.2425,78,275
32.553,32.961,34.579,33691,6.2919,78,275
32.553,32.961,33.773,33122,4.637,78,275
32.946,33.352,34.161,33115,3.3615,78,275
33.352,33.757,35.763,32254,4.4925,78,275
33.773,34.177,36.177,32812,6.464,78,275
33.773,33.773,36.574,32930,6.3371,78,275
32.553,32.961,35.381,32486,4.7662,78,275
31.749,32.159,33.789,32929,2.5329,67,235
32.993,33.399,34.209,32637,5.3273,67,235
37.022,37.417,38.204,32413,6.2713,67,235
40.538,40.538,42.075,32138,6.7082,67,235
43.996,44.373,44.75,32586,4.8178,67,235
47.342,47.712,49.186,32710,5.5715,67,235
43.996,44.373,45.875,32383,4.2718,67,235
42.094,42.094,42.858,32491,5.1685,67,235
40.943,40.943,41.712,34689,5.0805,67,235
39.004,39.394,41.712,35386,5.7524,67,235
39.394,39.394,41.328,36507,5.8298,81,0
35.473,35.879,36.687,34952,5.3253,65,71
35.051,35.458,36.671,33321,6.4201,65,71
35.473,35.473,36.284,34619,5.1871,65,71
35.473,35.879,37.089,35129,4.7672,65,71
35.473,35.473,38.687,33551,3.6411,47,0
35.473,35.473,37.089,32120,4.5749,47,0
35.066,35.473,35.879,32416,5.8605,47,0
35.473,35.473,36.284,32649,5.8222,47,0
34.643,35.051,36.268,32262,6.079,47,0
34.643,34.643,37.073,32675,3.905,47,0
35.035,35.442,38.255,32916,5.5267,47,0
36.219,36.621,39.408,32837,6.7669,47,0
36.203,36.605,37.806,33282,6.3384,47,0
36.186,36.186,37.389,32889,5.0267,47,0
35.766,36.17,37.771,32782,4.5806,55,44
38.584,39.364,40.14,41341,8.3305,52,36
39.364,39.753,41.296,41726,7.3393,52,36
39.383,39.383,40.932,41518,7.052,52,36
37.818,38.211,39.383,40636,7.7001,52,36
38.606,38.997,40.549,39670,7.9004,50,63
38.624,39.015,39.793,38586,9.9375,50,63
45.909,46.283,47.028,40561,8.5122,50,63
51.068,51.431,51.794,40084,7.6984,50,63
46.652,47.024,47.766,38711,6.121,50,63
43.649,44.028,44.783,38948,7.7778,50,63
41.742,42.125,43.27,39998,7.9058,50,63
42.889,43.27,45.909,39785,8.5256,50,63
43.27,43.649,44.783,44900,8.3522,50,63
42.869,42.869,43.629,42129,8.3379,50,63
42.106,42.488,43.629,41366,7.6466,49,89
41.32,41.703,42.849,41153,5.8252,49,89
41.703,42.086,43.23,40982,5.5929,49,89
41.683,42.066,43.588,43073,6.3018,49,89
40.935,41.32,43.23,41687,8.273,49,89
41.703,42.086,43.609,40743,7.7573,49,89
43.609,43.987,45.492,40977,6.6494,49,89
43.23,43.609,48.464,40804,5.8294,49,89
40.935,41.32,44.365,40740,7.6876,49,89
46.59,46.962,48.072,41593,7.5455,49,89
52.808,53.167,54.599,42020,6.8312,73,116
47.31,47.68,48.785,42667,6.861,73,116
48.785,49.152,52.783,41961,7.3636,73,116
45.449,45.823,49.518,40877,5.517,73,116
40.124,40.124,45.823,40518,4.7982,73,116
42.046,42.046,45.074,41785,6.7621,73,116
43.168,43.547,44.678,46195,6.6554,73,116
43.925,43.925,45.428,45915,6.4312,73,116
43.547,43.925,45.053,46723,5.582,73,116
41.261,41.644,43.168,46862,6.0874,73,116
39.33,39.719,40.877,43119,6.7606,81,154
39.312,39.312,40.473,40666,6.6278,81,154
39.33,39.719,42.027,40483,7.2293,81,154
38.533,38.923,45.032,39458,7.6442,81,154
37.357,37.75,42.007,39100,7.1739,81,154
36.962,36.962,40.087,38890,6.8199,81,154
38.514,38.904,40.453,38389,5.305,81,154
40.049,40.434,43.485,37948,7.6657,81,154
38.478,38.868,41.183,37234,7.1753,81,154
38.46,38.849,40.396,36487,7.6188,81,154
38.849,38.849,41.164,36127,5.2709,90,96
20.074,20.619,21.699,52908,1.1655,26,146
20.619,20.619,21.699,43006,2.7742,26,146
20.63,21.171,22.775,37467,3.3029,26,146
20.089,20.635,22.25,33593,2.0718,18,26
21.182,21.721,22.787,31958,0.26687,18,26
24.369,24.888,30.428,32814,0.8024,18,26
24.362,24.881,27.435,28779,1.2814,18,26
23.309,23.834,26.923,25068,4.2383,18,26
22.251,22.782,26.416,25607,4.0862,18,26
22.256,22.256,24.363,24915,2.4114,18,26
21.732,21.732,23.328,24868,0.74168,18,26
21.738,21.738,25.931,24370,1.2967,18,26
21.199,21.199,23.859,24064,2.5661,16,29
22.279,22.279,24.907,24754,1.2205,16,29
22.279,22.279,25.938,26200,1.1436,16,29
21.204,21.743,23.339,26397,1.2428,16,29
20.115,20.662,21.743,26267,2.9003,16,29
19.56,19.56,20.11,30221,1.8366,16,29
19.56,20.11,21.199,29505,1.749,16,29
19.001,19.555,20.651,29857,2.4391,16,29
19.555,19.555,23.853,29237,1.9324,16,29
19.555,20.105,28.455,60137,0.81964,16,29
18.996,18.996,22.793,48040,0.60553,18,56
19.55,20.1,21.727,35753,2.0035,18,56
20.646,20.646,22.793,29788,1.801,18,56
20.1,20.646,22.262,27572,1.3107,18,56
21.721,22.256,23.841,27177,1.0472,18,56
20.09,20.636,22.782,27435,1.5171,18,56
19.54,19.54,21.178,28118,2.2406,18,56
18.982,19.536,20.631,29470,1.7475,18,56
19.531,20.08,20.625,32234,1.5518,18,56
20.07,20.07,21.156,32523,0.55246,18,56
20.07,20.07,23.286,34067,1.4208,14,61
21.151,21.688,23.805,33218,1.8597,14,61
21.695,21.695,25.367,31255,2.1373,14,61
20.065,20.065,22.223,30616,0.54617,14,61
20.06,20.605,21.146,29069,0.86557,14,61
20.06,20.06,20.605,28543,1.1683,14,61
20.06,20.605,21.146,28450,3.3962,14,61
24.839,24.839,26.884,28034,3.653,14,61
27.388,27.891,33.748,28714,2.3825,14,61
21.689,22.223,25.36,39820,0.45558,13,145
22.223,22.223,24.327,50328,1.3347,13,145
21.157,21.695,23.287,55350,2.3853,13,145
21.695,21.695,23.288,53059,2.099,13,145
21.695,22.23,25.368,43855,1.604,13,145
23.812,23.812,28.406,38436,0.59117,13,145
22.76,22.76,27.403,35677,2.3754,13,145
21.69,22.224,25.874,35569,3.6563,13,145
21.69,22.224,24.846,40798,2.5118,13,145
21.673,22.207,25.854,32666,1.4231,14,140
37.442,37.883,41.365,23312,2.2794,33,59
38.761,39.198,41.365,24004,4.1362,33,59
40.068,40.068,44.348,23995,5.3786,33,59
40.527,40.959,45.219,23601,3.4826,45,2
58.195,58.587,60.152,23679,3.1425,45,2
80.028,80.389,81.47,23683,2.4898,45,2
73.817,74.186,75.29,24058,4.6913,45,2
80.053,80.414,81.136,23971,5.275,45,2
61.744,62.131,63.289,23989,4.5679,45,2
55.078,55.477,58.249,23828,4.2013,45,2
75.73,76.097,78.289,24081,3.8847,45,2
89.022,89.373,90.426,23957,2.7508,45,2
81.521,81.881,83.674,24037,2.5851,45,2
85.866,86.222,87.639,24546,5.5061,47,47
102.82,103.16,104.51,24940,5.7774,47,47
107.9,108.57,109.57,26876,3.3917,47,47
121.08,121.73,123.02,27873,1.8835,47,47
19.399,19.926,21.485,73546,0.68208,27,220
19.926,19.926,21.998,75411,3.1082,27,220
19.938,19.938,20.982,72712,2.6457,27,220
20.469,20.989,22.02,74229,1.8874,27,220
19.418,19.945,22.02,82171,2.1258,27,220
19.945,20.469,21.506,69663,2.6818,27,220
20.475,20.996,23.045,63374,3.7325,32,196
21.513,22.026,25.046,50998,0.32305,32,196
20.983,20.983,23.534,38780,0.79269,32,196
22.006,22.516,24.527,32164,1.4603,32,196
21.479,21.992,24.013,34794,2.966,32,196
22.502,22.502,23.513,48233,1.6327,32,196
24.992,24.992,26.462,54025,1.5963,32,196
24.489,24.489,27.422,42441,1.066,32,196
21.958,22.467,23.976,34938,2.5339,24,136
21.446,21.958,23.976,32718,0.10085,24,136
21.446,21.958,23.976,32720,0.53606,24,136
21.958,21.958,24.474,39613,1.8924,24,136
21.951,22.46,26.914,46638,3.5834,24,136
21.951,22.46,26.914,44769,2.6349,24,136
22.46,22.966,29.304,38927,0.8121,24,136
22.46,22.966,25.942,36580,0.75662,24,136
22.467,22.973,23.976,34791,1.9276,24,136
22.46,22.966,26.914,33505,4.0797,24,136
21.951,21.951,24.96,27412,3.3919,23,72
22.966,23.469,24.466,24891,2.4212,23,72
26.429,26.914,28.83,22902,1.5443,23,72
26.429,26.914,32.566,24373,2.3185,23,72
25.452,25.942,29.776,21625,2.414,23,72
25.942,26.429,30.713,20058,2.3311,23,72
26.422,26.906,33.473,20575,2.8618,23,72
27.859,28.336,32.546,21263,3.5056,23,72
24.458,24.953,28.821,23597,1.984,23,72
25.446,25.935,28.822,23021,2.6716,23,72
25.935,25.935,33.473,21806,2.6149,25,58
23.97,23.97,31.645,23806,3.9338,25,58
24.467,24.962,34.393,24281,3.1991,25,58
23.977,24.475,29.786,26859,3.9992,25,58
22.468,22.468,25.462,32077,2.4998,25,58
21.959,21.959,23.477,27490,2.7829,25,58
24.482,24.977,25.959,23767,3.7921,25,58
22.468,22.974,25.951,22224,4.2671,25,58
21.447,21.959,24.475,23848,2.6545,25,58
21.44,21.44,25.943,24650,2.4185,25,58
20.925,21.44,24.467,22818,2.6712,23,57
21.433,21.433,23.462,22016,2.2481,23,57
21.945,22.454,26.422,21345,2.9026,23,57
21.932,21.932,24.938,21000,2.69,23,57
21.406,21.918,23.433,20790,3.7124,23,57
22.412,22.916,23.917,21155,2.858,23,57
23.917,24.413,28.293,21558,4.0982,23,57
23.411,23.411,33.399,20578,2.9552,23,57
21.89,22.397,28.75,20902,2.9373,23,57
21.89,22.397,24.398,20887,3.7578,23,57
21.372,21.883,22.39,20696,3.7185,26,83
21.366,21.876,22.383,21673,3.8351,26,83
38.937,39.395,43.016,36067,4.4317,43,228
38.467,38.927,42.557,37007,2.9245,43,228
38.917,39.375,42.546,35973,4.7626,43,228
37.967,38.887,42.514,36582,5.0286,43,228
37.012,37.475,40.68,35865,5.965,43,228
37.446,38.369,40.195,36320,3.4641,43,228
37.918,38.378,40.659,36104,4.0069,39,75
37.466,38.388,41.572,34543,7.0703,39,75
38.857,39.771,45.586,33030,8.1289,39,75
39.345,39.802,45.181,31634,5.3814,39,75
37.561,37.561,41.227,29907,3.537,39,75
36.686,37.153,39.465,28353,3.57,39,75
37.199,37.665,39.514,29066,5.3706,39,75
39.093,39.553,41.382,30054,6.3219,39,75
40.957,41.412,45.453,30327,5.8023,39,75
41.483,41.938,45.086,30496,2.7001,39,75
41.553,42.008,45.162,30766,3.2484,40,57
45.205,45.652,47.865,30001,5.6519,40,57
45.238,45.684,47.458,28786,6.7717,40,57
45.291,46.184,51.449,28494,3.9999,40,57
45.344,45.792,51.509,26317,4.613,40,57
42.664,43.119,46.716,25606,4.7215,40,57
40.387,40.849,42.684,24984,5.6967,40,57
40.406,40.868,42.703,24119,3.2836,40,57
39.988,40.452,45.02,23561,5.1685,40,57
37.705,38.178,41.442,23346,5.2308,40,57
39.144,39.612,40.544,23893,5.4297,41,86
39.639,40.572,44.247,23520,7.9709,41,86
39.639,40.106,48.287,24114,6.4084,41,86
38.212,38.683,42.859,25886,3.7642,41,86
39.135,39.603,42.84,26390,0.8122,41,86
39.091,39.559,43.703,26825,4.4647,41,86
42.276,42.733,44.549,26252,4.9898,41,86
45.418,45.866,48.532,26065,5.4666,41,86
45.397,45.845,51.569,25751,3.3046,41,86
48.532,48.972,55.034,25842,3.3836,41,86
49.884,50.322,54.645,25881,2.3957,49,29
52.075,52.507,54.658,26225,4.2398,49,29
72.297,72.694,77.019,29425,3.4698,49,29
86.899,87.277,91.77,30426,6.9382,49,29
39.382,40.244,44.486,43704,4.2345,29,166
40.244,40.674,43.225,39135,6.5577,29,166
44.052,44.471,46.137,37357,6.0988,29,166
47.376,48.197,51.848,41569,5.3755,29,166
45.692,46.52,53.015,39826,3.3595,29,166
39.33,39.761,49.373,42278,2.6621,29,166
39.317,39.748,43.994,44077,2.312,31,141
41.46,41.885,45.661,45393,5.8474,31,141
42.267,42.69,46.443,42386,4.2989,31,141
42.704,43.125,45.216,44028,3.6857,31,141
83.4,83.752,86.208,44584,52.953,25,102
93.84,94.523,97.581,46292,42.026,25,102
78.782,79.497,81.986,38103,32.737,25,102
75.543,75.905,78.065,45741,27.028,25,102
77.732,78.092,84.835,45988,21.578,25,102
81.659,82.014,85.186,32751,17.058,25,102
75.905,76.266,76.987,29905,15.128,25,102
74.818,75.181,78.065,34742,13.491,25,102
74.818,75.181,79.14,29628,12.612,25,102
74.092,74.455,78.782,29143,10.255,264,390
72.633,72.998,77.347,28991,10.664,264,390
68.58,68.951,73.363,26697,6.5265,264,390
66.342,66.716,69.691,27526,8.559,264,390
45.272,45.683,47.317,26457,7.0632,117,278
45.272,45.683,47.317,25798,5.8324,117,278
44.018,44.432,51.718,25742,7.5348,117,278
44.417,44.829,50.506,26297,8.1462,117,278
46.877,47.284,52.096,26956,7.5573,117,278
46.47,46.877,51.7,27807,8.8406,117,278
45.651,46.061,50.106,28164,7.5002,117,278
46.47,46.877,52.886,26619,7.9695,117,278
46.061,46.47,51.303,26551,5.9804,117,278
46.061,46.47,50.905,28328,6.093,117,278
47.69,48.095,53.28,29346,6.4025,104,169
48.902,49.304,51.7,28807,6.0158,104,169
50.106,50.506,52.886,29319,6.1944,104,169
46.486,46.894,49.321,30927,5.1179,104,169
44.003,44.417,46.47,33726,5.7691,104,169
43.16,43.99,46.863,45860,6.3186,104,169
41.487,41.907,47.27,43812,6.1195,104,169
40.63,41.052,44.8,35926,6.1196,104,169
43.16,43.575,46.047,32935,5.0857,104,169
42.728,43.145,49.272,35093,5.0358,104,169
41.472,41.892,47.659,39651,4.0795,82,304
41.472,41.892,44.388,34720,4.6386,82,304
42.311,42.728,46.44,34182,5.0659,82,304
41.878,42.714,46.423,31023,5.7657,82,304
44.357,44.769,51.63,31341,5.3787,82,304
41.023,41.444,48.836,44670,4.9166,82,304
43.484,43.898,49.587,1.0875e+05,6.4172,63,348
46.716,47.121,51.917,1.1626e+05,4.3721,63,348
22.503,22.947,23.388,31002,17.686,64,176
22.936,23.377,23.816,32499,10.955,64,176
23.365,23.804,24.675,33262,5.7618,64,176
23.792,23.792,25.954,32476,3.041,64,176
23.781,23.781,25.513,31546,4.4832,64,176
23.781,24.217,26.368,33199,4.3393,84,199
24.207,24.207,25.931,35312,5.025,84,199
25.49,25.49,25.918,34975,3.7538,84,199
27.177,27.177,27.597,33639,4.9177,84,199
26.755,27.177,29.675,33672,3.2884,84,199
27.15,27.57,29.233,33441,3.6266,84,199
27.556,27.556,28.805,33077,2.2789,84,199
26.702,26.702,28.791,32566,6.032,84,199
26.675,26.675,27.932,33159,5.8516,84,199
28.32,28.734,29.146,33189,5.1795,84,199
27.474,27.474,30.358,33752,1.3757,99,121
27.041,27.459,29.116,34731,2.5341,99,121
27.014,27.014,29.905,40000,3.4101,99,121
25.724,26.146,27.82,47423,4.873,99,121
30.67,30.67,31.476,44547,4.1309,99,121
34.218,34.61,35.777,42039,3.5266,99,121
28.998,29.407,29.814,41902,3.4206,99,121
32.986,33.38,33.774,36756,1.932,99,121
25.209,25.632,26.053,56982,4.0079,78,162
22.64,23.076,23.076,38261,2.3158,78,162
23.076,23.509,23.509,34235,3.8391,78,162
24.809,24.809,25.235,33301,5.1649,78,162
23.1,23.533,24.394,32911,4.0771,78,162
23.111,23.111,25.684,32786,2.9282,78,162
23.123,23.557,24.847,33972,1.009,78,162
23.135,23.135,24.002,33796,2.6078,78,162
23.147,23.581,24.014,33575,2.3684,78,162
23.158,23.158,24.885,34356,5.2094,78,162
22.294,22.733,23.605,35036,2.7345,53,165
23.17,23.17,23.17,36244,2.7432,53,165
23.194,23.629,24.062,37448,1.5596,53,165
23.182,23.617,24.91,36485,2.7061,53,165
23.194,23.629,24.923,35831,3.0944,53,165
23.194,23.194,24.062,34533,3.5595,53,165
22.758,23.196,23.631,36724,3.8144,53,165
24.509,24.509,24.938,38208,3.6708,53,165
26.637,27.057,27.893,36633,2.3608,53,165
23.196,23.196,24.065,34301,1.9168,53,165
23.208,23.208,24.509,32891,1.1893,34,165
23.208,23.643,24.938,40381,5.0072,34,165
23.208,23.208,23.643,81123,3.0295,34,165
23.643,23.643,24.077,63203,1.1984,34,165
31.913,31.913,35.404,36117,5.8218,51,7
32.367,32.367,35.848,35292,4.8549,51,7
33.258,33.258,35.43,35976,4.8719,51,7
34.144,34.144,35.874,36490,7.0436,51,7
32.831,33.27,35.012,36686,7.9809,51,7
32.403,32.403,37.171,36424,8.9672,70,3
35.887,36.316,38.864,35753,7.6299,70,3
35.469,35.469,38.456,35432,6.0406,70,3
29.28,29.733,31.527,36210,5.3119,70,3
46.679,46.679,48.673,35849,3.6684,70,3
96.611,96.941,101.21,35276,0.11757,70,3
47.045,47.045,50.609,35102,17.798,70,3
42.573,42.573,47.825,35345,53.814,70,3
29.238,29.69,34.553,35061,46.4,235,3
31.925,32.367,34.553,34408,26.35,235,3
33.258,33.258,34.131,35412,15.95,235,3
32.403,32.843,33.72,35609,11.61,235,3
31.972,32.414,33.732,35309,9.1082,235,3
33.319,33.319,34.629,35468,6.7846,235,3
32.45,32.45,35.076,35493,2.7536,235,3
31.115,31.115,32.45,35889,3.4598,235,3
32.461,32.461,32.903,36033,4.948,235,3
34.219,34.219,34.654,36337,6.6051,235,3
36.811,36.811,37.238,35873,5.0826,248,146
43.093,43.503,43.503,42548,3.8914,248,146
49.932,50.326,51.112,47114,3.4779,248,146
63.277,63.277,65.123,49247,5.4385,248,146
71.657,72.015,72.73,50614,6.3552,248,146
26.315,26.315,28.652,39367,0.48167,65,207
25.365,25.365,28.189,41779,0.61564,65,207
23.922,23.922,26.787,44110,4.4649,65,207
21.953,21.953,23.913,37401,6.2933,65,207
21.953,22.447,23.913,34456,2.2343,65,207
21.953,21.953,23.427,33935,4.2329,78,207
22.939,22.939,24.397,38652,6.6096,78,207
21.953,22.447,22.939,40938,4.8478,78,207
22.447,22.939,23.427,44866,2.9379,78,207
21.456,21.456,21.953,45187,3.8881,78,207
30.602,31.057,33.309,45656,7.7961,137,161
33.309,33.309,34.641,42922,8.8761,137,161
35.972,35.972,42.807,39213,7.3095,137,161
35.546,35.546,39.869,38241,6.8784,137,161
35.546,35.546,38.155,36789,7.4274,137,161
38.572,38.572,42.388,38928,7.1695,137,161
38.961,38.961,44.423,41562,7.2073,137,161
33.731,33.731,37.239,42710,9.3878,137,161
32.38,32.38,34.606,43578,9.3401,137,161
31.93,31.93,33.275,45687,5.2625,137,161
60.597,60.597,61.356,48311,3.3997,158,161
90.372,90.372,91.055,55728,3.9781,158,161
45.611,46.02,46.429,53624,6.7171,158,161
23.971,24.456,25.895,48358,5.4804,158,161
22.502,22.502,23.484,43412,5.3023,158,161
21.013,21.013,21.515,42382,4.6731,158,161
19.495,19.495,19.495,41813,5.4026,158,161
19.502,19.502,20.014,42733,6.4622,158,161
20.021,20.021,20.529,43602,3.3582,158,161
21.035,21.035,22.036,43972,2.0806,158,161
21.042,21.545,23.034,43764,2.3464,152,223
20.027,20.027,21.042,43843,4.0523,152,223
19.515,19.515,19.515,43516,4.6301,152,223
20.021,20.021,20.021,43564,2.1815,152,223
19.515,19.515,19.515,43451,0.69917,152,223
19.515,19.515,19.515,44046,0.12858,152,223
20.027,20.027,20.536,45879,4.0618,152,223
20.019,20.019,20.528,46459,3.8374,152,223
20.521,21.027,22.028,46273,2.719,152,223
21.514,22.013,24.945,47008,1.6322,152,223
13.944,14.553,15.155,29025,2.1299,28,249
14.55,15.152,15.747,29660,1.9478,28,249
14.543,15.145,17.492,30327,0.95844,28,249
13.928,14.536,20.306,30118,0.71364,27,334
13.925,14.533,19.745,29913,2.6795,27,334
13.921,13.921,15.725,29783,4.5006,27,334
13.921,13.921,15.725,29576,2.574,27,334
14.526,14.526,15.722,29812,1.2109,27,334
15.126,15.126,16.31,30035,0.66959,27,334
14.525,14.525,18.613,30073,3.5997,27,334
13.918,13.918,16.894,29873,0.79714,27,334
14.515,14.515,16.298,35211,3.1077,31,353
14.515,14.515,15.71,33687,3.2965,31,353
14.512,14.512,15.706,38856,1.3201,31,353
18.596,19.159,19.718,29969,1.1728,31,353
16.295,16.877,18.027,29344,1.8192,31,353
15.112,15.706,20.272,29442,0.55184,31,353
14.512,14.512,18.027,29291,1.3348,31,353
14.515,14.515,18.032,29254,1.9677,31,353
15.711,15.711,17.46,29040,3.8767,31,353
15.714,16.302,18.036,28390,1.3691,33,186
14.518,15.119,16.302,28083,0.22946,33,186
14.522,15.123,15.123,27953,1.6739,33,186
15.721,16.31,16.31,28075,1.6241,33,186
15.725,15.725,16.314,28152,1.7211,33,186
15.729,15.729,18.621,28872,0.74085,33,186
13.927,14.536,16.322,28363,0.48674,33,186
14.536,14.536,14.536,28486,0.83638,33,186
14.539,14.539,15.141,29098,2.2369,33,186
13.931,14.539,15.141,29389,4.5206,33,186
15.141,15.141,15.736,29856,2.6238,30,156
15.141,15.736,16.326,30709,0.61341,30,156
15.137,15.137,15.732,30902,1.1015,30,156
14.536,15.138,15.733,30640,3.1132,30,156
15.733,15.733,16.906,31094,3.5808,30,156
20.305,20.305,20.856,31379,1.3253,30,156
24.091,24.618,24.618,34818,3.4562,30,156
27.219,27.219,28.745,39884,6.1659,30,156
28.238,28.238,29.75,44929,6.4875,30,156
28.745,28.745,30.249,45798,3.2219,30,156
28.745,29.248,30.746,48298,2.2596,34,155
