PM1-ug-m3,PM25-ug-m3,PM10-ug-m3,ParticleNumber-Nr-cm3,BlackCarbon-ug-m3,pPAHs-ng-m3,ActiveSurfaceArea-mm2-m3
10.28,10.857,12.54,31402,0.33718,17,43
11.43,11.43,14.171,31592,1.5104,17,43
11.425,11.425,15.221,29633,0.68571,17,43
10.861,11.43,14.171,30346,1.6867,17,43
10.861,10.861,14.171,31350,1.1137,17,43
11.43,11.43,13.093,31991,1.1938,17,42
11.43,11.43,13.093,31820,0.4576,17,42
11.43,11.991,15.227,31282,1.9296,17,42
11.43,11.43,15.227,31265,2.3875,17,42
10.861,11.43,14.171,31589,2.0486,17,42
10.289,10.865,11.995,31522,0.97588,17,42
10.289,10.865,11.434,31821,0.67308,17,42
10.865,10.865,11.434,31907,1.1409,17,42
10.865,11.434,13.64,31640,1.0404,17,42
10.293,10.87,13.646,31429,1.9747,17,42
11.439,12,14.182,31586,0.64877,18,42
12,12.555,15.761,31718,0.9616,18,42
11.438,12,14.181,31193,0.43625,18,42
10.292,10.869,13.645,31553,0.77221,18,42
11.443,12.004,14.718,31503,2.7073,18,42
10.873,11.443,13.108,31497,2.126,18,42
11.438,11.438,12.554,31564,1.4724,18,42
11.443,11.443,14.187,30891,0.7385,18,42
11.443,12.004,13.108,30855,1.2815,18,42
11.443,12.004,13.65,30905,1.7984,16,44
11.443,12.004,18.31,31092,1.8962,16,44
12.004,12.559,16.796,30813,2.2671,16,44
11.443,11.443,16.796,31256,1.3605,16,44
10.296,10.873,14.718,30639,1.1833,16,44
11.438,11.438,15.238,31332,0.92411,16,44
13.645,14.181,17.298,31196,1.7498,16,44
10.873,10.873,12.559,31539,1.8487,16,44
10.873,11.443,12.004,31703,2.4984,16,44
12.554,12.554,13.645,31710,1.0517,16,44
11.443,12.004,13.108,31634,0.70994,17,45
13.102,13.645,16.789,31553,0.16825,17,45
13.65,14.187,17.809,31517,1.7293,17,45
13.108,13.65,21.245,31760,2.7119,17,45
13.65,14.187,22.672,31748,3.3875,17,45
13.108,13.108,19.301,31992,2.3481,17,45
12.004,12.559,15.244,31718,1.261,17,45
11.447,12.008,14.723,31591,1.2398,17,45
12.008,12.008,15.772,31110,1.659,17,45
11.447,11.447,15.25,31029,1.2212,17,45
12.564,12.564,14.723,30721,0.70529,18,47
12.564,13.112,15.25,31036,1.7716,18,47
10.304,10.882,12.569,30873,1.6949,18,47
11.447,12.008,13.112,30930,1.6522,18,47
11.447,11.447,16.289,30594,1.7974,18,47
10.882,10.882,14.197,31285,2.6921,18,47
12.008,12.008,13.112,31618,0.95677,18,47
11.451,11.451,12.013,32112,0.65208,18,47
10.308,10.886,12.018,31913,1.1171,18,47
10.886,11.456,12.018,31808,2.0123,18,47
11.456,11.456,13.666,31558,2.3141,19,46
11.456,12.018,15.784,32766,2.3291,19,46
11.456,11.456,14.203,32882,1.4319,19,46
12.018,12.574,15.784,32882,0.31728,19,46
12.018,12.018,15.262,32095,0.15313,19,46
10.885,11.455,13.122,32651,1.4735,19,46
10.89,10.89,12.022,32843,2.5106,19,46
10.885,10.885,12.573,33108,2.7831,19,46
10.89,10.89,12.578,33286,0.79144,19,46
12.027,12.027,13.132,33237,0.25384,19,46
12.022,12.578,14.208,32863,1.1786,20,47
10.894,10.894,12.027,32964,1.6688,20,47
12.027,12.027,13.132,33357,1.2312,20,47
13.132,13.132,18.843,34094,1.2188,20,47
12.583,12.583,16.314,33628,1.3784,20,47
12.027,12.027,14.214,33785,2.0663,20,47
11.464,12.027,13.676,34018,1.4978,20,47
13.138,13.681,15.802,34018,1.8882,20,47
13.676,13.676,20.803,34713,2.0802,20,47
12.027,12.583,17.337,34541,1.4704,20,47
12.588,13.138,17.85,34675,1.7747,17,47
11.469,12.032,17.344,34749,0.75136,17,47
10.898,11.469,13.138,34602,1.2721,17,47
12.027,12.583,14.214,34781,0.6878,17,47
12.588,13.138,18.352,34579,2.9907,17,47
12.588,12.588,18.352,34203,1.3714,17,47
11.473,11.473,14.758,34745,1.3627,17,47
10.898,11.469,14.219,34602,0.52873,17,47
10.903,11.473,13.143,34926,2.337,17,47
13.143,13.143,14.758,34072,1.554,17,47
17.85,17.85,19.346,34432,1.7834,17,47
14.752,15.28,22.724,34424,1.4712,17,47
12.032,12.032,17.344,35052,1.8794,17,47
13.137,13.137,16.833,34912,1.3085,17,47
13.675,13.675,20.316,34887,0.69418,17,47
10.902,11.473,15.285,35730,0.73398,17,47
11.473,11.473,13.142,35429,1.1801,17,47
15.808,15.808,17.856,35603,1.4951,17,47
12.041,12.041,18.865,35272,2.1345,17,47
11.473,12.036,19.352,35370,1.6121,17,47
10.902,11.473,15.808,35264,1.5081,15,47
11.477,12.041,15.291,35329,0.95659,15,47
11.482,11.482,18.872,35377,1.0662,15,47
11.482,11.482,16.339,35563,2.301,15,47
10.332,10.911,14.769,35183,0.88216,15,47
10.336,10.915,13.158,35380,2.3435,15,47
15.303,15.827,17.371,35442,2.3674,15,47
10.915,11.487,13.158,35446,1.983,15,47
12.612,12.612,15.309,35407,1.4432,15,47
13.163,13.163,19.383,35533,0.34811,16,46
11.491,11.491,14.78,35238,0.58166,16,46
13.162,13.162,14.246,35066,0.57571,16,46
12.611,12.611,14.779,35016,1.0088,16,46
14.252,14.785,15.838,35436,1.3517,16,46
10.919,11.49,12.611,33837,1.7657,16,46
10.923,10.923,12.617,34184,1.6743,16,46
10.923,10.923,12.059,35143,1.1336,16,46
10.927,10.927,11.499,35115,2.8095,16,46
10.927,10.927,11.499,34456,2.8491,16,46
10.927,10.927,11.499,34656,1.7484,15,45
10.932,11.504,11.504,34695,0.51595,15,45
11.499,11.499,13.173,34929,1.1958,15,45
10.932,11.504,13.178,34983,0.60525,15,45
10.356,10.356,12.073,35456,0.48778,15,45
10.936,10.936,12.631,35365,1.3152,15,45
12.073,12.073,13.183,35177,1.2569,15,45
11.508,11.508,13.183,34915,1.1735,15,45
10.94,11.513,12.637,35406,2.0331,15,45
11.513,11.513,12.078,34693,2.266,15,45
11.513,11.513,13.188,35144,2.534,16,44
10.94,11.513,13.734,35032,0.005414,16,44
12.083,12.083,13.74,35041,1.1226,16,44
13.194,13.194,21.384,35130,0.67222,16,44
11.518,12.083,22.345,34848,1.8375,16,44
10.364,10.364,14.815,34519,0.92083,16,44
10.949,10.949,12.088,34303,1.3408,16,44
10.949,11.522,13.745,34131,2.0409,16,44
11.518,11.518,13.194,34120,1.5075,16,44
12.642,12.642,14.28,34397,1.0742,16,44
12.642,13.194,13.74,33937,0.80604,14,44
12.646,13.199,15.35,34242,1.4065,14,44
10.364,10.945,12.642,34340,0.24937,14,44
10.945,10.945,12.083,34223,1.2981,14,44
11.522,11.522,14.82,34532,1.4989,14,44
10.368,10.949,12.646,33585,1.657,14,44
10.948,10.948,12.087,33957,1.7191,14,44
10.953,10.953,12.651,34154,1.5196,14,44
10.371,10.371,12.092,33896,0.59153,14,44
10.953,10.953,12.092,33847,1.45,13,43
10.371,10.953,10.953,33780,1.6491,13,43
10.375,10.957,12.096,33557,2.749,13,43
10.957,10.957,11.53,33329,0.59815,13,43
10.961,10.961,11.535,33103,0.59659,13,43
9.785,10.375,11.53,33340,0.043717,13,43
10.379,10.961,12.101,33330,0.49981,13,43
10.961,10.961,11.535,33330,0.77981,13,43
10.961,10.961,12.101,33122,0.0598,13,43
10.961,11.535,13.76,32972,0.028288,12,41
10.961,10.961,16.415,33141,2.3229,12,41
10.383,10.383,14.307,33071,2.0106,12,41
10.383,10.965,13.219,33259,1.1925,12,41
10.388,10.97,12.111,33458,0.91882,12,41
10.383,10.383,12.106,33418,1.5651,12,41
13.219,13.765,14.843,33431,0.48495,12,41
10.392,10.392,15.912,33561,0.60435,12,41
11.544,11.544,14.849,33279,1.2935,12,41
12.111,12.67,14.312,33121,1.913,12,40
10.974,10.974,12.115,33067,1.3867,12,40
10.974,10.974,12.115,32856,0.5663,12,40
10.392,10.974,11.548,32776,0.61574,12,40
10.392,10.392,10.974,32438,0.49274,12,40
10.4,10.983,10.983,32600,0.80405,12,40
9.8041,10.396,12.12,32363,1.5578,12,40
10.396,10.396,11.553,32142,2.3993,12,40
10.982,10.982,13.238,31857,1.5142,12,40
10.986,10.986,12.129,31403,0.88057,11,38
11.561,11.561,13.243,31338,2.3132,11,38
10.982,10.982,13.238,31377,2.0184,11,38
10.986,10.986,15.929,31268,1.3019,11,38
10.986,11.561,14.334,31509,1.5533,11,38
10.986,11.561,13.243,31491,1.1705,11,38
10.407,10.99,12.694,31040,1.3821,11,38
11.561,11.561,16.97,31090,0.51828,11,38
11.566,11.566,15.409,31162,0.25682,11,38
9.8149,10.407,10.99,30902,0.70627,9,37
10.407,10.407,11.566,30748,2.2631,9,37
10.995,10.995,15.414,31094,1.6074,9,37
13.249,13.797,16.977,31064,1.3138,9,37
9.8149,10.407,10.99,30888,0.19543,9,37
9.8187,10.411,11.57,30813,1.2176,9,37
10.411,10.995,12.138,30785,1.1981,9,37
10.411,10.995,12.138,30779,0.7014,8,33
10.419,10.419,10.419,30587,0.54013,8,33
10.999,10.999,10.999,30689,0.25998,8,33
11.003,11.579,13.813,30369,1.1374,8,33
12.148,12.148,16.996,30076,0.99403,8,33
11.003,11.579,15.954,29995,1.681,8,33
10.419,10.419,12.709,29795,1.0554,8,33
11.007,11.007,12.714,30444,0.34479,8,33
11.003,11.003,16.477,29813,0.87881,8,33
9.83,9.83,14.361,29941,0.69072,8,32
10.423,10.423,12.152,29340,1.5e-05,8,32
10.427,10.427,12.719,29475,0.54867,8,32
10.427,10.427,11.588,29070,0.90753,8,32
11.016,11.016,13.279,29029,0.19449,8,32
11.016,11.016,12.161,29325,1.1123,8,32
11.016,11.592,13.279,28626,1.8475,8,32
11.016,11.592,13.829,28640,0.64826,8,32
10.431,10.431,14.911,28004,0.5165,7,30
9.8414,10.435,12.166,27949,0.044545,7,30
10.431,10.431,11.592,28182,0.41067,7,30
10.435,10.435,11.597,27480,0.24763,7,30
10.435,10.435,11.597,27308,0.74492,7,30
9.8414,10.435,11.597,26952,0.97231,7,30
9.8414,9.8414,12.166,27244,0.64104,7,30
10.435,10.435,11.597,26914,0.62927,7,30
9.8414,10.435,10.435,26674,1.7965,6,31
12.166,12.166,14.378,26976,2.1446,6,31
11.597,12.166,14.917,26576,1.2198,6,31
9.8414,9.8414,11.597,26855,0.045091,6,31
9.8376,10.431,11.016,26524,0.99637,6,31
11.016,11.592,12.724,26415,0.35511,6,31
11.592,11.592,13.829,26398,0.38751,6,31
11.016,11.592,12.724,26565,1.3,6,31
12.161,12.723,16.495,26906,1.4398,5,31
11.012,11.588,21.027,27059,1.983,5,31
11.012,11.012,15.966,26908,1.1288,5,31
12.157,12.157,17.009,26691,0.34724,5,31
11.587,11.587,13.823,26585,0.47363,5,31
11.592,11.592,18.549,26508,1.1145,5,31
11.015,11.592,19.053,26069,1.0953,5,31
10.431,10.431,12.723,26113,0.43524,5,30
11.011,11.587,13.273,25770,0.88664,5,30
11.587,11.587,15.437,25931,2.0998,5,30
10.431,10.431,13.828,25821,1.1871,5,30
10.426,10.426,12.156,25667,0.77029,5,30
11.592,11.592,12.723,25980,0.089418,5,30
11.011,11.011,12.718,26009,1.1437,5,30
11.011,11.011,13.273,25733,0.94985,5,30
12.156,12.718,15.437,25474,0.16848,5,30
13.268,13.817,15.431,25337,1.0684,6,30
11.007,11.583,15.959,25291,2.2695,6,30
10.422,11.007,12.713,25091,0.50151,6,30
11.583,11.583,12.713,24941,0.91988,6,30
11.007,11.583,17.517,25104,1.0768,6,30
10.422,11.007,14.898,24798,0.42284,6,30
9.8294,9.8294,12.151,25013,0.60432,6,30
10.422,11.007,12.151,24834,0.52449,6,30
10.422,10.422,11.583,24700,1.1057,6,30
10.426,10.426,11.587,24793,0.58641,5,30
10.431,10.431,12.723,24546,1.1117,5,30
11.592,11.592,13.828,23778,0.76345,5,30
11.015,11.015,15.443,24374,0.43948,5,30
10.434,11.019,14.916,25430,0.45081,5,30
10.434,10.434,13.833,24859,1.0933,5,30
10.431,11.015,13.278,24273,1.6077,5,30
11.015,11.015,15.443,24984,1.0591,5,31
11.019,11.019,12.165,24897,0.036865,5,31
10.431,11.015,12.161,25781,0.34387,5,31
10.434,10.434,12.165,26198,1.159,5,31
10.431,11.015,13.278,26040,0.73304,5,31
10.434,11.019,12.165,25831,0.81292,5,31
10.434,11.019,13.833,26128,0.17607,5,31
9.8401,9.8401,11.019,26121,0.7587,5,31
10.434,10.434,11.019,25809,1.0804,5,31
11.019,11.019,12.165,25632,0.25971,5,31
11.014,11.014,13.278,25943,0.61018,5,31
10.43,11.014,13.278,25119,0.15336,5,31
11.591,11.591,13.278,25191,0.81423,5,31
9.2368,9.8401,9.8401,25711,0.73728,5,31
9.8401,9.8401,10.434,25301,1.1868,5,31
11.019,11.019,12.165,25685,0.84996,5,31
11.595,12.165,13.832,26549,0.098759,5,31
10.434,10.434,11.019,26297,0.08522,4,30
10.43,10.43,12.16,25953,0.1681,4,30
9.8401,10.434,12.165,25899,0.1632,4,30
11.595,11.595,18.047,25097,1.1024,4,30
11.014,11.014,19.552,25634,1.4404,4,30
9.8401,9.8401,12.727,25705,0.71343,4,30
9.8364,9.8364,11.014,25700,0.4504,4,30
10.43,11.014,12.16,25733,0.27703,4,29
12.165,12.165,15.448,25118,0.60082,4,29
11.019,11.019,13.283,24919,0.049052,4,29
10.43,10.43,11.014,25208,0.8144,4,29
9.8364,9.8364,9.8364,25474,0.36735,4,29
10.43,10.43,11.014,25457,1.0015,4,29
11.014,11.014,12.16,24670,0.4511,4,29
11.591,12.16,15.442,24848,0.99057,4,29
11.014,11.014,14.371,24433,0.7712,4,29
10.43,11.014,13.278,24571,0.033529,4,29
9.8364,10.43,12.16,24602,0.21142,4,29
11.014,11.591,13.278,24641,1.9559,4,29
10.43,10.43,13.278,24497,0.34175,4,29
11.01,11.01,13.822,24347,0.39036,4,29
10.43,10.43,12.16,24408,1.9809,4,29
9.8364,9.8364,11.014,23835,1.283,4,29
10.426,10.426,11.587,23782,0.27481,4,29
10.43,11.014,12.16,23862,0.3593,4,29
10.43,10.43,11.591,23960,0.32331,4,29
10.43,10.43,11.591,24024,0.24499,4,29
11.578,11.578,13.262,24076,0.41468,4,29
9.8251,10.418,11.002,23505,1.6742,4,29
10.418,10.418,10.418,23894,1.6206,4,29
10.418,11.002,11.002,23804,1.3346,4,29
10.414,10.997,11.573,24128,0.73647,4,29
10.414,10.414,12.141,23894,0.56669,5,30
10.414,10.414,12.702,23748,0.30351,5,30
11.569,11.569,12.698,24284,1.1635,5,30
10.41,10.993,12.137,24172,1.4043,5,30
10.41,10.41,12.137,23907,1.6705,5,30
9.8137,9.8137,11.564,24165,1.6008,5,30
10.402,10.402,10.985,24324,0.42864,5,30
10.985,11.56,11.56,24571,2.9302,6,57
10.989,11.564,12.132,24314,0.60593,6,57
10.985,11.56,13.242,23983,0.079238,6,57
10.402,10.985,12.127,24239,1.1534,6,57
11.554,11.554,12.122,24515,2.7617,6,57
12.123,12.683,15.921,24391,0.5201,6,57
10.975,10.975,14.32,24517,0.26798,6,57
11.55,11.55,13.231,24536,3.149,6,57
11.554,12.122,16.96,24697,1.507,6,57
12.122,12.682,15.92,24524,1.8694,7,180
11.554,12.122,13.783,24463,0.83779,7,180
10.975,11.55,14.856,24519,1.4869,7,180
14.325,14.325,15.394,24433,0.27415,7,180
19.985,19.985,23.368,24538,1.0158,7,180
10.98,11.554,14.325,24588,0.9701,8,175
12.682,13.236,14.325,24825,1.246,8,175
11.554,11.554,13.783,24687,0.62148,8,175
10.98,11.554,14.325,24485,2.1549,8,175
10.98,10.98,13.236,24528,0.75649,8,175
11.554,11.554,14.862,24763,2.2854,8,175
10.98,10.98,14.325,24675,4.516,8,175
11.55,11.55,12.677,24600,2.8256,8,175
10.98,11.554,12.122,24711,1.5761,11,143
10.971,10.971,11.546,24697,1.9268,11,143
10.971,10.971,13.225,24592,0.909,11,143
10.971,10.971,12.112,24567,0.55613,11,143
10.967,10.967,13.22,24773,0.4252,11,143
10.971,10.971,13.225,24729,0.88782,9,152
10.967,10.967,11.541,24462,0.60686,9,152
11.546,11.546,12.672,24800,0.38149,9,152
11.541,12.108,17.962,24560,1.7627,9,152
11.546,11.546,14.314,24512,2.2667,9,152
11.541,12.108,14.845,24546,1.9941,9,152
10.967,11.541,13.767,24856,0.9171,9,152
10.963,11.537,12.662,24595,0.6163,9,152
11.541,11.541,13.22,25094,0.85009,9,156
11.537,12.103,14.303,25313,1.0437,9,156
11.536,12.102,14.838,25380,0.13233,9,156
12.102,12.102,14.302,25222,1.0367,9,156
12.102,12.661,15.369,25556,1.0204,9,156
10.962,11.536,14.838,25645,1.72,9,156
13.214,13.214,15.369,25658,0.87885,9,156
13.214,13.761,23.331,25861,2.5935,9,156
12.656,12.656,17.439,25867,0.18123,9,156
12.656,13.209,13.756,25767,0.9756,9,156
10.958,11.531,12.656,25490,0.84407,6,158
10.958,10.958,13.756,25498,1.8987,6,158
13.209,13.209,14.832,25333,0.074989,6,158
11.531,11.531,12.656,25984,0.21216,6,158
11.531,11.531,14.297,26119,1.0585,6,158
10.958,10.958,12.097,25834,1.1834,6,158
11.527,12.093,12.652,25653,1.3939,6,158
10.953,11.527,13.75,25955,0.22164,6,158
10.953,11.527,13.204,25838,1.0956,6,158
10.949,11.522,14.82,26077,0.033276,11,20
11.522,11.522,14.285,26010,0.50705,11,20
10.368,10.949,12.646,26269,1.4107,11,20
11.518,11.518,14.28,26297,2.7392,11,20
12.083,12.083,14.28,26387,1.8735,11,20
11.522,11.522,13.199,26467,1.3029,11,20
10.945,11.518,14.28,26260,1.2217,11,20
10.945,11.518,13.74,26035,1.7203,11,20
11.522,11.522,13.199,26443,0.66526,11,20
12.637,13.188,14.274,26579,0.4589,11,20
12.642,13.194,18.43,26154,0.14665,13,50
11.513,12.078,16.899,26674,0.53478,13,50
11.513,11.513,14.809,26560,0.88035,13,50
12.637,12.637,16.899,26934,2.095,13,50
11.513,11.513,13.734,26276,1.7292,13,50
11.508,11.508,14.268,26521,1.3556,13,50
10.936,11.508,12.631,26697,0.74083,13,50
10.932,11.504,12.627,26557,2.4546,13,50
11.499,12.064,14.791,26761,2.584,13,50
12.059,12.059,14.785,26417,1.8863,13,50
12.617,12.617,14.252,26736,0.80795,11,212
14.24,14.24,19.867,26874,0.81135,11,212
13.701,14.24,16.859,26903,1.4696,11,212
10.91,10.91,12.045,27020,1.0742,11,212
12.596,13.146,14.762,26853,2.3666,11,212
13.146,13.146,16.846,27347,1.9688,11,212
10.901,10.901,13.685,27716,1.4574,11,212
11.472,12.035,13.141,27370,1.2096,11,212
12.03,12.586,14.75,27168,1.3216,11,212
11.458,11.458,14.206,27299,1.8872,6,277
11.458,12.021,13.669,27046,0.29425,6,277
10.888,11.458,16.305,26652,2.1727,6,277
11.467,12.03,15.278,27046,2.6368,6,277
11.467,12.03,15.8,27099,2.8197,6,277
10.897,11.467,13.68,27109,1.9579,6,277
12.596,12.596,14.762,27191,2.3579,6,277
13.146,13.146,17.862,27332,1.0636,6,277
12.606,13.156,16.343,27215,0.17898,6,277
13.156,13.156,15.824,27074,1.2071,6,277
11.494,12.058,16.872,26574,0.31639,20,376
11.499,11.499,12.621,26235,0.95515,20,376
12.063,12.621,13.172,25819,0.094122,20,376
13.717,13.717,18.4,26910,0.63144,20,376
13.711,13.711,19.388,26551,2.4892,20,376
13.167,13.711,18.892,26383,2.7747,20,376
12.058,12.058,15.313,26425,1.0256,20,376
12.063,12.063,14.256,26655,1.1183,20,376
11.499,12.063,13.717,26817,1.6821,20,376
11.494,11.494,13.711,27114,1.6597,22,309
11.499,12.063,13.717,26747,1.2589,22,309
12.058,12.058,15.837,27003,2.5119,22,309
11.494,11.494,13.167,27364,3.2249,22,309
12.053,12.053,13.706,27768,1.1603,22,309
12.048,12.048,16.857,27009,1.0676,22,309
12.044,12.044,15.295,27397,1.0775,22,309
12.595,12.595,14.227,27632,1.3777,16,166
12.595,12.595,17.354,27660,0.093287,16,166
11.47,11.47,15.804,27310,0.69392,16,166
12.038,12.595,14.227,27521,1.1709,16,166
12.595,13.145,15.811,27372,0.96397,16,166
12.038,12.595,18.861,26982,0.28178,16,166
10.904,11.475,17.354,26074,0.35062,16,166
10.904,10.904,13.145,26864,1.2147,16,166
10.9,11.47,12.033,27040,1.2451,16,166
11.47,11.47,13.683,27221,1.764,5,73
12.033,12.59,15.281,27190,2.2214,5,73
12.585,12.585,14.748,26902,0.74996,5,73
12.038,12.038,15.811,27259,1.0512,5,73
12.038,12.595,16.844,27128,1.1759,5,73
12.038,12.595,17.354,26962,1.5265,5,73
12.043,12.6,15.294,26800,0.68883,5,73
12.048,12.605,15.3,27117,0.80342,5,73
10.913,11.484,14.238,26751,1.6563,5,73
11.484,11.484,13.155,26969,2.0959,5,73
10.909,10.909,15.294,26926,1.6186,7,119
12.043,12.043,14.766,27112,1.7032,7,119
13.15,13.694,14.766,26836,0.46979,7,119
12.048,12.605,14.238,26340,0.65784,7,119
12.048,12.048,13.7,25627,1.618,7,119
11.484,12.048,13.155,24650,2.2761,7,119
12.053,12.61,14.777,25026,1.8975,7,119
11.484,12.048,13.7,25443,0.97781,7,119
11.489,11.489,13.16,25310,1.3029,7,119
13.155,13.155,14.772,24063,1.7576,7,119
12.605,12.605,14.238,25065,2.2964,10,64
12.048,12.605,13.7,26980,1.7901,10,64
12.61,12.61,13.705,26317,0.056295,10,64
10.917,10.917,12.053,26651,0.83521,10,64
10.917,11.489,12.61,27548,2.335,10,64
11.493,12.058,13.71,27799,2.901,10,64
10.926,12.062,13.716,27714,0.49485,10,64
10.926,11.498,12.062,28099,0.42541,10,64
11.498,11.498,12.62,28080,1.4906,10,64
11.498,11.498,13.171,28265,2.6591,9,89
10.93,11.502,12.067,28288,2.0878,9,89
11.502,11.502,11.502,28839,0.71543,9,89
13.721,14.261,14.261,28968,0.71589,9,89
14.801,14.801,15.33,28557,1.9594,9,89
11.507,11.507,12.072,28044,1.6668,9,89
11.512,11.512,12.077,28456,0.065364,9,89
11.512,11.512,12.077,28477,0.57097,9,89
10.939,10.939,10.939,28555,1.6689,9,89
10.943,10.943,10.943,28630,0.98787,9,89
10.943,11.516,11.516,28235,1.579,27,352
11.512,12.077,13.187,28558,2.5084,27,352
10.943,11.516,12.081,28892,1.9888,27,352
12.081,12.081,14.813,27844,3.2475,27,352
11.512,12.077,13.732,27793,0.11103,27,352
12.635,12.635,14.272,29659,0.98162,32,258
12.635,12.635,13.732,29607,0.28363,32,258
12.072,12.072,13.181,29211,1.1017,32,258
12.072,12.63,13.181,29347,2.2742,32,258
12.63,12.63,13.727,29671,2.6189,32,258
12.63,13.181,15.855,29288,2.8069,32,258
12.63,12.63,14.267,29540,1.9832,32,258
11.507,12.072,12.072,28931,2.3167,32,258
12.63,12.63,13.727,28319,1.5436,32,258
12.63,12.63,14.267,28579,1.5521,32,258
12.63,12.63,14.267,28493,2.535,35,190
12.63,12.63,14.267,28427,2.9398,35,190
12.067,12.625,13.176,28329,3.0725,35,190
12.625,12.625,15.324,28102,0.60169,35,190
13.176,13.176,14.795,28262,1.0116,35,190
13.176,13.721,15.849,27762,1.3967,35,190
13.171,13.716,14.789,28132,1.7878,35,190
12.62,13.171,14.255,28163,1.7031,35,190
13.176,13.176,14.795,27849,1.9854,35,190
13.171,13.716,14.255,27710,2.9065,35,190
13.176,13.721,14.795,28023,3.4957,39,190
12.067,12.625,13.721,27892,3.0539,39,190
13.716,13.716,15.318,28427,1.805,39,190
13.167,13.167,15.313,28827,2.2021,39,190
12.058,12.616,14.251,29476,1.8208,39,190
12.616,13.167,15.313,29204,0.61384,39,190
13.711,14.251,20.857,29202,0.61356,39,190
12.053,12.611,19.38,30556,3.041,39,190
12.606,13.156,15.301,30624,2.9246,39,190
13.146,13.69,14.761,30583,2.3077,31,240
12.039,12.596,13.69,30224,0.53138,31,240
12.034,12.59,14.222,31135,1.4012,31,240
12.034,12.034,13.684,31397,1.7834,31,240
12.586,12.586,14.216,31735,1.9478,31,240
12.586,13.135,14.216,31521,2.0024,31,240
13.13,13.13,15.793,31716,1.9145,31,240
12.575,12.575,14.205,31962,2.1917,31,240
12.025,12.58,13.673,32234,1.0342,31,240
12.025,12.58,13.673,31867,1.5184,31,240
14.732,14.732,17.826,32110,0.84486,23,371
10.884,10.884,13.12,32291,0.80032,23,371
10.879,10.879,12.566,32087,1.7347,23,371
11.449,11.449,13.658,32118,1.1772,23,371
11.444,11.444,15.247,32224,1.5579,23,371
10.875,10.875,13.652,32410,1.2828,23,371
10.871,10.871,12.001,32528,2.5854,23,371
11.44,11.44,12.001,32465,1.8155,23,371
10.866,11.435,13.641,32315,1.7342,23,371
10.862,10.862,12.546,32305,0.084165,23,371
11.43,11.43,13.094,32310,0.20912,18,127
10.862,11.43,13.094,32139,0.58394,18,127
11.421,11.421,12.535,31735,1.2272,18,127
11.421,11.421,13.624,32140,1.0447,18,127
10.853,10.853,13.624,31964,1.314,18,127
10.853,11.421,13.083,32031,1.0771,18,127
10.848,11.416,12.53,32486,2.1023,18,127
10.848,11.416,13.077,32168,1.7626,18,127
10.844,10.844,11.412,32147,1.658,18,127
13.061,13.061,14.137,31792,0.091204,17,16
11.398,11.398,13.056,32200,0.90498,17,16
10.252,10.826,13.051,32320,1.9924,17,16
10.252,10.826,11.952,32143,1.954,17,16
10.817,11.383,11.942,32032,0.85929,17,16
11.379,11.379,11.937,32085,1.1937,17,16
10.808,10.808,11.932,32105,1.032,17,16
11.369,11.927,13.562,32109,1.6955,17,16
11.922,12.473,18.185,32270,2.0008,17,16
10.795,11.36,14.084,31651,1.6398,17,16
10.79,11.355,12.463,31989,1.0541,16,37
10.786,10.786,11.907,31879,0.29389,16,37
11.345,11.345,11.902,31928,0.44394,16,37
11.341,11.341,12.447,31919,1.5257,16,37
10.777,10.777,12.447,32228,2.4851,16,37
10.772,10.772,11.892,32236,1.5704,16,37
10.768,10.768,11.887,29715,0.92288,16,37
10.192,10.763,11.326,25393,1.0802,16,37
10.763,10.763,10.763,23508,1.8973,16,37
10.183,10.754,11.317,23956,2.1857,16,37
10.754,11.317,11.872,25443,1.1169,18,37
12.952,12.952,16.597,22742,0.086331,18,37
10.74,10.74,13.483,22597,1.3868,18,37
10.736,11.297,11.852,22509,1.9332,18,37
10.736,11.297,12.941,22340,1.9605,18,37
12.941,12.941,14.531,22534,0.75587,18,37
15.051,15.051,16.077,22504,1.0177,18,37
15.045,15.045,16.576,21938,1.1571,18,37
15.044,15.044,16.068,22025,1.2801,18,37
15.05,15.565,16.582,21970,1.0662,19,92
15.565,15.565,20.499,21979,1.5686,19,92
15.572,15.572,18.084,21740,1.1704,19,92
14.543,14.543,16.089,22054,1.8966,19,92
14.018,14.018,14.543,21949,0.35626,19,92
12.951,12.951,14.018,21891,3.2835,19,92
12.951,13.487,16.596,21840,3.0111,19,92
12.951,12.951,15.578,21821,1.9384,19,92
12.41,12.951,14.543,21664,0.53116,19,92
11.856,12.404,13.482,21537,1.1465,19,330
11.301,11.301,12.404,21348,0.85364,19,330
11.301,11.856,13.482,21631,2.1351,19,330
11.856,11.856,12.946,21655,1.8817,19,330
11.301,11.856,11.856,21459,3.2037,19,330
10.744,10.744,11.306,21668,0.84057,19,330
10.744,11.306,11.861,21717,1.7273,19,330
11.306,11.306,11.861,21807,1.1994,19,330
11.861,11.861,14.018,21440,2.3554,19,330
11.306,11.306,12.951,21568,0.67821,19,330
10.748,11.311,12.415,21676,0.78474,18,330
11.316,11.316,12.962,21662,2.0408,18,330
11.876,11.876,12.968,21416,1.9414,18,330
27.865,27.865,29.612,21653,1.1038,18,330
30.489,30.918,37.189,21433,0.81326,18,330
